react_id;name;rule;subsystem;lb;ub;ocf
EX_acac(e);Acetoacetate exchange;;;0.000000;1000.000000;0
EX_acald(e);Acetaldehyde exchange;;;0.000000;1000.000000;0
EX_acgal1p(e);N-Acetyl-D-galactosamine 1-phosphate exchange;;;0.000000;1000.000000;0
EX_acgal(e);N-Acetyl-D-galactosamine exchange;;;0.000000;1000.000000;0
EX_acgam1p(e);N-Acetyl-D-glucosamine 1-phosphate exchange;;;0.000000;1000.000000;0
EX_acgam(e);N-Acetyl-D-glucosamine exchange;;;0.000000;1000.000000;0
EX_acmana(e);N-Acetyl-D-mannosamine exchange;;;0.000000;1000.000000;0
EX_acmum(e);N-Acetylmuramate exchange;;;0.000000;1000.000000;0
EX_acnam(e);N-Acetylneuraminate exchange;;;0.000000;1000.000000;0
EX_acolipa(e); 4-Amino-4-deoxy-L-arabinose modified core oligosaccharide lipid A exchange;;;0.000000;1000.000000;0
EX_acser(e);O-Acetyl-L-serine exchange;;;0.000000;1000.000000;0
EX_ade(e);Adenine exchange;;;0.000000;1000.000000;0
EX_adn(e);Adenosine exchange;;;0.000000;1000.000000;0
EX_adocbl(e);Adenosylcobalamin exchange;;;0.000000;1000.000000;0
EX_ag(e);silver exchange;;;0.000000;1000.000000;0
EX_agm(e);Agmatine exchange;;;0.000000;1000.000000;0
EX_akg(e); 2-Oxoglutarate exchange;;;0.000000;1000.000000;0
EX_ala_B(e);beta-Alanine exchange;;;0.000000;1000.000000;0
EX_ala_D(e);D-Alanine exchange;;;0.000000;1000.000000;0
EX_ala_L(e);L-Alanine exchange;;;0.000000;1000.000000;0
EX_alaala(e);D-Alanyl-D-alanine exchange;;;0.000000;1000.000000;0
EX_all_D(e);D-Allose exchange;;;0.000000;1000.000000;0
EX_alltn(e);Allantoin exchange;;;0.000000;1000.000000;0
EX_amp(e);AMP exchange;;;0.000000;1000.000000;0
EX_anhgm(e);N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramic acid exchange;;;0.000000;1000.000000;0
EX_arab_L(e);L-Arabinose exchange;;;0.000000;1000.000000;0
EX_arbtn(e);aerobactin minus Fe3 exchange;;;0.000000;1000.000000;0
EX_arbtn_fe3(e);Aerobactin exchange;;;0.000000;1000.000000;0
EX_arg_L(e);L-Arginine exchange;;;0.000000;1000.000000;0
EX_ascb_L(e);L-Ascorbate exchange;;;0.000000;1000.000000;0
EX_asn_L(e);L-Asparagine exchange;;;0.000000;1000.000000;0
EX_aso3(e);arsenite exchange;;;0.000000;1000.000000;0
EX_asp_L(e);L-Aspartate exchange;;;0.000000;1000.000000;0
EX_but(e);Butyrate (n-C4:0) exchange;;;0.000000;1000.000000;0
EX_butso3(e);butanesulfonate exchange;;;0.000000;1000.000000;0
EX_ca2(e);Calcium exchange;;;0.000000;1000.000000;0
EX_cbi(e);Cobinamide exchange;;;0.000000;1000.000000;0
EX_cbl1(e);Cob(I)alamin exchange;;;0.000000;1000.000000;0
EX_cd2(e);Cadmium exchange;;;0.000000;1000.000000;0
EX_cgly(e);Cys-Gly exchange;;;0.000000;1000.000000;0
EX_chol(e);Choline exchange;;;0.000000;1000.000000;0
EX_cit(e);Citrate exchange;;;0.000000;1000.000000;0
EX_cl(e);Chloride exchange;;;0.000000;1000.000000;0
EX_cmp(e);CMP exchange;;;0.000000;1000.000000;0
EX_co2(e);CO2 exchange;;;0.000000;1000.000000;0
EX_cobalt2(e);Co2+ exchange;;;0.000000;1000.000000;0
EX_colipa(e);core oligosaccharide lipid A exchange;;;0.000000;1000.000000;0
EX_cpgn(e);coprogen exchange;;;0.000000;1000.000000;0
EX_cpgn_un(e);coprogen unloaded (no Fe(III)) exchange;;;0.000000;1000.000000;0
EX_crn(e);L-Carnitine exchange;;;0.000000;1000.000000;0
EX_csn(e);Cytosine exchange;;;0.000000;1000.000000;0
EX_cu2(e);Cu2+ exchange;;;0.000000;1000.000000;0
EX_cu(e);Cu+ exchange;;;0.000000;1000.000000;0
EX_cyan(e);Hydrogen cyanide exchange;;;0.000000;1000.000000;0
EX_cynt(e);Cyanate exchange;;;0.000000;1000.000000;0
EX_cys_D(e);D-Cysteine exchange;;;0.000000;1000.000000;0
EX_cys_L(e);L-Cysteine exchange;;;0.000000;1000.000000;0
EX_cytd(e);Cytidine exchange;;;0.000000;1000.000000;0
EX_dad_2(e);Deoxyadenosine exchange;;;0.000000;1000.000000;0
EX_damp(e);dAMP exchange;;;0.000000;1000.000000;0
EX_dca(e);Decanoate (n-C10:0) exchange;;;0.000000;1000.000000;0
EX_dcmp(e);dCMP exchange;;;0.000000;1000.000000;0
EX_dcyt(e);Deoxycytidine exchange;;;0.000000;1000.000000;0
EX_ddca(e);Dodecanoate (n-C12:0) exchange;;;0.000000;1000.000000;0
EX_dgmp(e);dGMP exchange;;;0.000000;1000.000000;0
EX_dgsn(e);Deoxyguanosine exchange;;;0.000000;1000.000000;0
EX_dha(e);Dihydroxyacetone exchange;;;0.000000;1000.000000;0
EX_dimp(e);dIMP exchange;;;0.000000;1000.000000;0
EX_din(e);Deoxyinosine exchange;;;0.000000;1000.000000;0
EX_dms(e);Dimethyl sulfide exchange;;;0.000000;1000.000000;0
EX_dmso(e);Dimethyl sulfoxide exchange;;;0.000000;1000.000000;0
EX_dopa(e);Dopamine exchange;;;0.000000;1000.000000;0
EX_dtmp(e);dTMP exchange;;;0.000000;1000.000000;0
EX_dump(e);dUMP exchange;;;0.000000;1000.000000;0
EX_duri(e);Deoxyuridine exchange;;;0.000000;1000.000000;0
EX_eca4colipa(e);(enterobacterial common antigen)x4 core oligosaccharide lipid A exchange;;;0.000000;1000.000000;0
EX_enlipa(e);phosphoethanolamine KDO(2)-lipid (A) exchange;;;0.000000;1000.000000;0
EX_enter(e);Enterochelin exchange;;;0.000000;1000.000000;0
EX_etha(e);Ethanolamine exchange;;;0.000000;1000.000000;0
EX_ethso3(e);ethanesulfonate exchange;;;0.000000;1000.000000;0
EX_etoh(e);Ethanol exchange;;;0.000000;1000.000000;0
EX_f6p(e);D-fructose 6-phosphate exchange;;;0.000000;1000.000000;0
EX_fald(e);Formaldehyde exchange;;;0.000000;1000.000000;0
EX_fe2(e);Fe2+ exchange;;;0.000000;1000.000000;0
EX_fe3(e);Fe3+ exchange;;;0.000000;1000.000000;0
EX_fe3dcit(e);Fe(III)dicitrate exchange;;;0.000000;1000.000000;0
EX_fe3dhbzs(e);ferric 2,3-dihydroxybenzoylserine exchange;;;0.000000;1000.000000;0
EX_fe3hox(e);Fe(III)hydroxamate exchange;;;0.000000;1000.000000;0
EX_fe3hox_un(e);Fe(III)hydoxamate, unloaded exchange;;;0.000000;1000.000000;0
EX_fecrm(e);Ferrichrome exchange;;;0.000000;1000.000000;0
EX_fecrm_un(e);Ferrichrome minus Fe(III) exchange;;;0.000000;1000.000000;0
EX_feenter(e);Fe-enterobactin exchange;;;0.000000;1000.000000;0
EX_feoxam(e);ferroxamine exchange;;;0.000000;1000.000000;0
EX_feoxam_un(e);ferroxamine minus Fe(3) exchange;;;0.000000;1000.000000;0
EX_for(e);Formate exchange;;;0.000000;1000.000000;0
EX_fru(e);D-Fructose exchange;;;0.000000;1000.000000;0
EX_frulys(e);fructoselysine exchange;;;0.000000;1000.000000;0
EX_fruur(e);D-Fructuronate exchange;;;0.000000;1000.000000;0
EX_fuc_L(e);L-Fucose exchange;;;0.000000;1000.000000;0
EX_fum(e);Fumarate exchange;;;0.000000;1000.000000;0
EX_g1p(e);D-Glucose 1-phosphate exchange;;;0.000000;1000.000000;0
EX_g3pc(e);sn-Glycero-3-phosphocholine exchange;;;0.000000;1000.000000;0
EX_g3pe(e);sn-Glycero-3-phosphoethanolamine exchange;;;0.000000;1000.000000;0
EX_g3pg(e);Glycerophosphoglycerol exchange;;;0.000000;1000.000000;0
EX_g3pi(e);sn-Glycero-3-phospho-1-inositol exchange;;;0.000000;1000.000000;0
EX_g3ps(e);Glycerophosphoserine exchange;;;0.000000;1000.000000;0
EX_g6p(e);D-Glucose 6-phosphate exchange;;;0.000000;1000.000000;0
EX_gal1p(e);alpha-D-Galactose 1-phosphate exchange;;;0.000000;1000.000000;0
EX_gal(e);D-Galactose exchange;;;0.000000;1000.000000;0
EX_gal_bD(e);beta D-Galactose exchange;;;0.000000;1000.000000;0
EX_galct_D(e);D-Galactarate exchange;;;0.000000;1000.000000;0
EX_galctn_D(e);D-Galactonate exchange;;;0.000000;1000.000000;0
EX_galctn_L(e);L-Galactonate exchange;;;0.000000;1000.000000;0
EX_galt(e);Galactitol exchange;;;0.000000;1000.000000;0
EX_galur(e);D-Galacturonate exchange;;;0.000000;1000.000000;0
EX_gam6p(e);D-Glucosamine 6-phosphate exchange;;;0.000000;1000.000000;0
EX_gam(e);D-Glucosamine exchange;;;0.000000;1000.000000;0
EX_gbbtn(e);gamma-butyrobetaine exchange;;;0.000000;1000.000000;0
EX_gdp(e);GDP exchange;;;0.000000;1000.000000;0
EX_glc(e);D-Glucose exchange;;;0.000000;1000.000000;0
EX_glcn(e);D-Gluconate exchange;;;0.000000;1000.000000;0
EX_glcr(e);D-Glucarate exchange;;;0.000000;1000.000000;0
EX_glcur1p(e);D-Glucuronate 1-phosphate exchange;;;0.000000;1000.000000;0
EX_glcur(e);D-Glucuronate exchange;;;0.000000;1000.000000;0
EX_gln_L(e);L-Glutamine exchange;;;0.000000;1000.000000;0
EX_glu_L(e);L-Glutamate exchange;;;0.000000;1000.000000;0
EX_gly(e);Glycine exchange;;;0.000000;1000.000000;0
EX_glyald(e);D-Glyceraldehyde exchange;;;0.000000;1000.000000;0
EX_glyb(e);Glycine betaine exchange;;;0.000000;1000.000000;0
EX_glyc2p(e);Glycerol 2-phosphate exchange;;;0.000000;1000.000000;0
EX_glyc3p(e);Glycerol 3-phosphate exchange;;;0.000000;1000.000000;0
EX_glyc(e);Glycerol exchange;;;0.000000;1000.000000;0
EX_glyc_R(e);(R)-Glycerate exchange;;;0.000000;1000.000000;0
EX_glyclt(e);Glycolate exchange;;;0.000000;1000.000000;0
EX_gmp(e);GMP exchange;;;0.000000;1000.000000;0
EX_gsn(e);Guanosine exchange;;;0.000000;1000.000000;0
EX_gthox(e);Oxidized glutathione exchange;;;0.000000;1000.000000;0
EX_gthrd(e);Reduced glutathione exchange;;;0.000000;1000.000000;0
EX_gtp(e);GTP exchange;;;0.000000;1000.000000;0
EX_gua(e);Guanine exchange;;;0.000000;1000.000000;0
EX_h2(e);H2 exchange;;;0.000000;1000.000000;0
EX_h2o2(e);Hydrogen peroxide exchange;;;0.000000;1000.000000;0
EX_h2o(e);H2O exchange;;;0.000000;1000.000000;0
EX_h2s(e);Hydrogen sulfide exchange;;;0.000000;1000.000000;0
EX_h(e);H+ exchange;;;0.000000;1000.000000;0
EX_hacolipa(e);hepta-acylated core oligosaccharide lipid A (E. coli) exchange;;;0.000000;1000.000000;0
EX_halipa(e);hepta-acylated KDO(2)-lipid (A) exchange;;;0.000000;1000.000000;0
EX_hdca(e);Hexadecanoate (n-C16:0) exchange;;;0.000000;1000.000000;0
EX_hdcea(e);hexadecenoate (n-C16:1) exchange;;;0.000000;1000.000000;0
EX_hg2(e);Hg2+ exchange;;;0.000000;1000.000000;0
EX_his_L(e);L-Histidine exchange;;;0.000000;1000.000000;0
EX_hom_L(e);L-Homoserine exchange;;;0.000000;1000.000000;0
EX_hxa(e);Hexanoate (n-C6:0) exchange;;;0.000000;1000.000000;0
EX_hxan(e);Hypoxanthine exchange;;;0.000000;1000.000000;0
EX_idon_L(e);L-Idonate exchange;;;0.000000;1000.000000;0
EX_ile_L(e);L-Isoleucine exchange;;;0.000000;1000.000000;0
EX_imp(e);IMP exchange;;;0.000000;1000.000000;0
EX_indole(e);Indole exchange;;;0.000000;1000.000000;0
EX_inost(e);myo-Inositol exchange;;;0.000000;1000.000000;0
EX_ins(e);Inosine exchange;;;0.000000;1000.000000;0
EX_isetac(e);Isethionic acid exchange;;;0.000000;1000.000000;0
EX_k(e);K+ exchange;;;0.000000;1000.000000;0
EX_kdo2lipid4(e);KDO(2)-lipid IV(A) exchange;;;0.000000;1000.000000;0
EX_lac_D(e);D-lactate exchange;;;0.000000;1000.000000;0
EX_lac_L(e);L-Lactate exchange;;;0.000000;1000.000000;0
EX_lcts(e);Lactose exchange;;;0.000000;1000.000000;0
EX_leu_L(e);L-Leucine exchange;;;0.000000;1000.000000;0
EX_lipa(e);KDO(2)-lipid (A) exchange;;;0.000000;1000.000000;0
EX_lipa_cold(e);cold adapted KDO(2)-lipid (A) exchange;;;0.000000;1000.000000;0
EX_lys_L(e);L-Lysine exchange;;;0.000000;1000.000000;0
EX_lyx_L(e);L-Lyxose exchange;;;0.000000;1000.000000;0
EX_mal_D(e);D-Malate exchange;;;0.000000;1000.000000;0
EX_mal_L(e);L-Malate exchange;;;0.000000;1000.000000;0
EX_malt(e);Maltose exchange;;;0.000000;1000.000000;0
EX_malthx(e);Maltohexaose exchange;;;0.000000;1000.000000;0
EX_maltpt(e);Maltopentaose exchange;;;0.000000;1000.000000;0
EX_malttr(e);Maltotriose exchange;;;0.000000;1000.000000;0
EX_maltttr(e);Maltotetraose exchange;;;0.000000;1000.000000;0
EX_man6p(e);D-Mannose 6-phosphate exchange;;;0.000000;1000.000000;0
EX_man(e);D-Mannose exchange;;;0.000000;1000.000000;0
EX_manglyc(e); 2(alpha-D-Mannosyl)-D-glycerate exchange;;;0.000000;1000.000000;0
EX_melib(e);Melibiose exchange;;;0.000000;1000.000000;0
EX_met_D(e);D-Methionine exchange;;;0.000000;1000.000000;0
EX_met_L(e);L-Methionine exchange;;;0.000000;1000.000000;0
EX_metsox_R_L(e);L-methionine-R-sulfoxide exchange;;;0.000000;1000.000000;0
EX_metsox_S_L(e);L-Methionine S-oxide exchange;;;0.000000;1000.000000;0
EX_mg2(e);Mg exchange;;;0.000000;1000.000000;0
EX_minohp(e);myo-Inositol hexakisphosphate exchange;;;0.000000;1000.000000;0
EX_mmet(e);S-Methyl-L-methionine exchange;;;0.000000;1000.000000;0
EX_mn2(e);Mn2+ exchange;;;0.000000;1000.000000;0
EX_mnl(e);D-Mannitol exchange;;;0.000000;1000.000000;0
EX_mobd(e);Molybdate exchange;;;0.000000;1000.000000;0
EX_mso3(e);methanesulfonate exchange;;;0.000000;1000.000000;0
EX_n2o(e);Nitrous oxide exchange;;;0.000000;1000.000000;0
EX_na1(e);Sodium exchange;;;0.000000;1000.000000;0
EX_nac(e);Nicotinate exchange;;;0.000000;1000.000000;0
EX_nh4(e);Ammonia exchange;;;0.000000;1000.000000;0
EX_ni2(e);Ni2+ exchange;;;0.000000;1000.000000;0
EX_nmn(e);NMN exchange;;;0.000000;1000.000000;0
EX_no2(e);Nitrite exchange;;;0.000000;1000.000000;0
EX_no3(e);Nitrate exchange;;;0.000000;1000.000000;0
EX_no(e);Nitric oxide exchange;;;0.000000;1000.000000;0
EX_o16a4colipa(e);(O16 antigen)x4 core oligosaccharide lipid A exchange;;;0.000000;1000.000000;0
EX_o2(e);O2 exchange;;;0.000000;1000.000000;0
EX_o2s(e);Superoxide anion exchange;;;0.000000;1000.000000;0
EX_ocdca(e);octadecanoate (n-C18:0) exchange;;;0.000000;1000.000000;0
EX_ocdcea(e);octadecenoate (n-C18:1) exchange;;;0.000000;1000.000000;0
EX_octa(e);octanoate (n-C8:0) exchange;;;0.000000;1000.000000;0
EX_orn(e);Ornithine exchange;;;0.000000;1000.000000;0
EX_orot(e);Orotate exchange;;;0.000000;1000.000000;0
EX_pacald(e);Phenylacetaldehyde exchange;;;0.000000;1000.000000;0
EX_peamn(e);Phenethylamine exchange;;;0.000000;1000.000000;0
EX_phe_L(e);L-Phenylalanine exchange;;;0.000000;1000.000000;0
EX_pheme(e);Protoheme exchange;;;0.000000;1000.000000;0
EX_pi(e);Phosphate exchange;;;0.000000;1000.000000;0
EX_pnto_R(e);(R)-Pantothenate exchange;;;0.000000;1000.000000;0
EX_ppa(e);Propionate exchange;;;0.000000;1000.000000;0
EX_ppal(e);Propanal exchange;;;0.000000;1000.000000;0
EX_pppn(e);Phenylpropanoate exchange;;;0.000000;1000.000000;0
EX_ppt(e);Phosphonate exchange;;;0.000000;1000.000000;0
EX_pro_L(e);L-Proline exchange;;;0.000000;1000.000000;0
EX_progly(e);L-Prolinylglycine exchange;;;0.000000;1000.000000;0
EX_psclys(e);psicoselysine exchange;;;0.000000;1000.000000;0
EX_pser_L(e);O-Phospho-L-serine exchange;;;0.000000;1000.000000;0
EX_ptrc(e);Putrescine exchange;;;0.000000;1000.000000;0
EX_pyr(e);Pyruvate exchange;;;0.000000;1000.000000;0
EX_r5p(e);alpha-D-Ribose 5-phosphate exchange;;;0.000000;1000.000000;0
EX_rib_D(e);D-Ribose exchange;;;0.000000;1000.000000;0
EX_rmn(e);L-Rhamnose exchange;;;0.000000;1000.000000;0
EX_sbt_D(e);D-Sorbitol exchange;;;0.000000;1000.000000;0
EX_ser_D(e);D-Serine exchange;;;0.000000;1000.000000;0
EX_ser_L(e);L-Serine exchange;;;0.000000;1000.000000;0
EX_skm(e);Shikimate exchange;;;0.000000;1000.000000;0
EX_so2(e);sulfur dioxide exchange;;;0.000000;1000.000000;0
EX_so3(e);Sulfite exchange;;;0.000000;1000.000000;0
EX_so4(e);Sulfate exchange;;;0.000000;1000.000000;0
EX_spmd(e);Spermidine exchange;;;0.000000;1000.000000;0
EX_succ(e);Succinate exchange;;;0.000000;1000.000000;0
EX_sucr(e);Sucrose exchange;;;0.000000;1000.000000;0
EX_sulfac(e);sulfoacetate exchange;;;0.000000;1000.000000;0
EX_tartr_L(e);L-tartrate exchange;;;0.000000;1000.000000;0
EX_taur(e);Taurine exchange;;;0.000000;1000.000000;0
EX_tcynt(e);Thiocyanate exchange;;;0.000000;1000.000000;0
EX_thm(e);Thiamin exchange;;;0.000000;1000.000000;0
EX_thr_L(e);L-Threonine exchange;;;0.000000;1000.000000;0
EX_thrp(e);L-Threonine O-3-phosphate exchange;;;0.000000;1000.000000;0
EX_thym(e);Thymine exchange;;;0.000000;1000.000000;0
EX_thymd(e);Thymidine exchange;;;0.000000;1000.000000;0
EX_tma(e);Trimethylamine exchange;;;0.000000;1000.000000;0
EX_tmao(e);Trimethylamine N-oxide exchange;;;0.000000;1000.000000;0
EX_tre(e);Trehalose exchange;;;0.000000;1000.000000;0
EX_trp_L(e);L-Tryptophan exchange;;;0.000000;1000.000000;0
EX_tsul(e);Thiosulfate exchange;;;0.000000;1000.000000;0
EX_ttdca(e);tetradecanoate (n-C14:0) exchange;;;0.000000;1000.000000;0
EX_ttdcea(e);tetradecenoate (n-C14:1) exchange;;;0.000000;1000.000000;0
EX_tungs(e);tungstate exchange;;;0.000000;1000.000000;0
EX_tym(e);Tyramine exchange;;;0.000000;1000.000000;0
EX_tyr_L(e);L-Tyrosine exchange;;;0.000000;1000.000000;0
EX_tyrp(e);Phosphotyrosine exchange;;;0.000000;1000.000000;0
EX_uacgam(e);UDP-N-acetyl-D-glucosamine exchange;;;0.000000;1000.000000;0
EX_udpacgal(e);UDP-N-acetyl-D-galactosamine exchange;;;0.000000;1000.000000;0
EX_udpg(e);UDPglucose exchange;;;0.000000;1000.000000;0
EX_udpgal(e);UDPgalactose exchange;;;0.000000;1000.000000;0
EX_udpglcur(e);UDP-D-glucuronate exchange;;;0.000000;1000.000000;0
EX_ump(e);UMP exchange;;;0.000000;1000.000000;0
EX_ura(e);Uracil exchange;;;0.000000;1000.000000;0
EX_urea(e);Urea exchange;;;0.000000;1000.000000;0
EX_uri(e);Uridine exchange;;;0.000000;1000.000000;0
EX_val_L(e);L-Valine exchange;;;0.000000;1000.000000;0
EX_xan(e);Xanthine exchange;;;0.000000;1000.000000;0
EX_xmp(e);Xanthosine 5'-phosphate exchange;;;0.000000;1000.000000;0
EX_xtsn(e);Xanthosine exchange;;;0.000000;1000.000000;0
EX_xyl_D(e);D-Xylose exchange;;;0.000000;1000.000000;0
EX_xylu_L(e);L-Xylulose exchange;;;0.000000;1000.000000;0
EX_zn2(e);Zinc exchange;;;0.000000;1000.000000;0
Ec_biomass_iAF1260_core_59p81M;E. coli biomass objective function (iAF1260) - core - with 59.81 GAM estimate;;;0.000000;1000.000000;1
F6PA;fructose 6-phosphate aldolase;(b0825) or (b3946);Glycolysis/Gluconeogenesis;0.000000;1000.000000;0
F6PP;D-fructose 6-phosphate phosphatase;(b0822);Alternate Carbon Metabolism;0.000000;1000.000000;0
F6Pt6_2pp;Fructose-6-phosphate transport via phosphate antiport (periplasm);(b3666);Transport, Inner Membrane;0.000000;1000.000000;0
F6Ptex;fructose 6-phosphate transport via diffusion (extracellular to periplasm);(b2215) or (b0241) or (b1377) or (b0929);Transport, Outer Membrane Porin;0.000000;1000.000000;0
FA100ACPHi;fatty-acyl-ACP hydrolase;(b0404);Cell Envelope Biosynthesis;0.000000;1000.000000;0
FA120ACPHi;fatty-acyl-ACP hydrolase;(b0404);Cell Envelope Biosynthesis;0.000000;1000.000000;0
FA140ACPHi;fatty-acyl-ACP hydrolase;(b0404);Cell Envelope Biosynthesis;0.000000;1000.000000;0
FA141ACPHi;fatty-acyl-ACP hydrolase;(b0404);Cell Envelope Biosynthesis;0.000000;1000.000000;0
FA160ACPHi;fatty-acyl-ACP hydrolase;(b0404);Cell Envelope Biosynthesis;0.000000;1000.000000;0
FA161ACPHi;fatty-acyl-ACP hydrolase;(b0404);Cell Envelope Biosynthesis;0.000000;1000.000000;0
FA80ACPHi;fatty-acyl-ACP hydrolase;(b0404);Cell Envelope Biosynthesis;0.000000;1000.000000;0
FACOAE100;fatty-acid-CoA thioesterase (decanoate);(b0452);Cell Envelope Biosynthesis;0.000000;1000.000000;0
FACOAE120;fatty-acid-CoA thioesterase (dodecanoate);(b0452);Cell Envelope Biosynthesis;0.000000;1000.000000;0
FACOAE140;fatty-acid-CoA thioesterase (tetradecanoate);(b0452);Cell Envelope Biosynthesis;0.000000;1000.000000;0
FACOAE141;fatty-acid-CoA thioesterase (tetradecenoate);(b0452);Cell Envelope Biosynthesis;0.000000;1000.000000;0
FACOAE160;fatty-acid-CoA thioesterase (hexadecanoate);(b0452);Cell Envelope Biosynthesis;0.000000;1000.000000;0
FACOAE161;fatty-acid-CoA thioesterase (hexadecenoate);(b0452);Cell Envelope Biosynthesis;0.000000;1000.000000;0
FACOAE180;fatty-acid-CoA thioesterase (octadecanoate);(b0452);Cell Envelope Biosynthesis;0.000000;1000.000000;0
FACOAE181;fatty-acid-CoA thioesterase (octadecenoate);(b0452);Cell Envelope Biosynthesis;0.000000;1000.000000;0
FACOAE60;fatty-acid-CoA thioesterase (hexanoate);(b0452);Cell Envelope Biosynthesis;0.000000;1000.000000;0
FACOAE80;fatty-acid-CoA thioesterase (octanoate);(b0452);Cell Envelope Biosynthesis;0.000000;1000.000000;0
FACOAL100t2pp;fatty-acid-CoA ligase (decanoate transport via vectoral Co-A coupling);(b1805) or (b1701);Cell Envelope Biosynthesis;0.000000;1000.000000;0
FACOAL120t2pp;fatty-acid-CoA ligase (dodecanoate transport via vectoral Co-A coupling);(b1701) or (b1805);Cell Envelope Biosynthesis;0.000000;1000.000000;0
FACOAL140t2pp;fatty-acid-CoA ligase (tetradecanoate transport via vectoral Co-A coupling);(b1805) or (b1701);Cell Envelope Biosynthesis;0.000000;1000.000000;0
FACOAL141t2pp;fatty-acid-CoA ligase (tetradecenoate transport via vectoral Co-A coupling);(b1805) or (b1701);Cell Envelope Biosynthesis;0.000000;1000.000000;0
FACOAL160t2pp;fatty-acid-CoA ligase (hexadecanoate transport via vectoral Co-A coupling);(b1701) or (b1805);Cell Envelope Biosynthesis;0.000000;1000.000000;0
FACOAL161t2pp;fatty-acid-CoA ligase (hexadecenoate transport via vectoral Co-A coupling);(b1805) or (b1701);Cell Envelope Biosynthesis;0.000000;1000.000000;0
FACOAL180t2pp;fatty-acid-CoA ligase (octadecanoate transport via vectoral Co-A coupling);(b1805) or (b1701);Cell Envelope Biosynthesis;0.000000;1000.000000;0
FACOAL181t2pp;fatty-acid-CoA ligase (octadecenoate transport via vectoral Co-A coupling);(b1805) or (b1701);Cell Envelope Biosynthesis;0.000000;1000.000000;0
FACOAL60t2pp;fatty-acid-CoA ligase (hexanoate transport via vectoral Co-A coupling);(b1805) or (b1701);Cell Envelope Biosynthesis;0.000000;1000.000000;0
FACOAL80t2pp;fatty-acid-CoA ligase (octanoate transport via vectoral Co-A coupling);(b1805) or (b1701);Cell Envelope Biosynthesis;0.000000;1000.000000;0
FADRx;FAD reductase;(b3844);Cofactor and Prosthetic Group Biosynthesis;0.000000;1000.000000;0
FADRx2;FAD reductase;(b2764 and b2763);Cofactor and Prosthetic Group Biosynthesis;0.000000;1000.000000;0
FALDH2;formaldehyde dehydrogenase;(b0356);Cofactor and Prosthetic Group Biosynthesis;0.000000;1000.000000;0
FALDtex;formaldehyde transport via diffusion (extracellular to periplasm);(b2215) or (b0241) or (b1377) or (b0929);Transport, Outer Membrane Porin;0.000000;1000.000000;0
FALDtpp;formaldehyde transport via diffusion (periplasm);(s0001);Transport, Inner Membrane;0.000000;1000.000000;0
FALGTHLs;formaldehyde glutathione ligase (spontaneous);(s0001);Cofactor and Prosthetic Group Biosynthesis;0.000000;1000.000000;0
FBA;fructose-bisphosphate aldolase;(b2097) or (b2925) or (b1773);Glycolysis/Gluconeogenesis;0.000000;1000.000000;0
FBP;fructose-bisphosphatase;(b3925) or (b4232);Glycolysis/Gluconeogenesis;0.000000;1000.000000;0
FCI;L-fucose isomerase;(b2802);Alternate Carbon Metabolism;0.000000;1000.000000;0
FCLK;L-fuculokinase;(b2803);Alternate Carbon Metabolism;0.000000;1000.000000;0
FCLPA;L-fuculose 1-phosphate aldolase;(b2738) or (b2800);Alternate Carbon Metabolism;0.000000;1000.000000;0
FCLT;Ferrochelatase;(b0475);Cofactor and Prosthetic Group Biosynthesis;0.000000;1000.000000;0
FDH4pp;formate dehydrogenase (quinone-8) (periplasm);(b3894 and b3892 and b3893) or (b1476 and b1474 and b1475);Oxidative Phosphorylation;0.000000;1000.000000;0
FDH5pp;Formate Dehydrogenase (menaquinone-8) (periplasm);(b1476 and b1474 and b1475) or (b3894 and b3892 and b3893);Oxidative Phosphorylation;0.000000;1000.000000;0
FDMO;FMNH2-dependent monooxygenase;(b0935);Inorganic Ion Transport and Metabolism;0.000000;1000.000000;0
FDMO2;FMNH2-dependent monooxygenase (methanesulfonate);(b0935);Inorganic Ion Transport and Metabolism;0.000000;1000.000000;0
FDMO3;FMNH2-dependent monooxygenase (ethanesulfonate);(b0935);Inorganic Ion Transport and Metabolism;0.000000;1000.000000;0
FDMO4;FMNH2-dependent monooxygenase (butanesulfonate);(b0935);Inorganic Ion Transport and Metabolism;0.000000;1000.000000;0
FDMO6;FMNH2-dependent monooxygenase (sulfoacetate);(b0935);Inorganic Ion Transport and Metabolism;0.000000;1000.000000;0
FE2abcpp;iron (II) transport via ABC system (periplasm);(b3409);Inorganic Ion Transport and Metabolism;0.000000;1000.000000;0
FE2t2pp;iron (II) transport in via proton symport (periplasm);(b2392);Inorganic Ion Transport and Metabolism;0.000000;1000.000000;0
FE2t3pp;iron (Fe+2) transport out via proton antiport (periplasm);(b3915);Inorganic Ion Transport and Metabolism;0.000000;1000.000000;0
FE2tex;iron (II) transport via diffusion (extracellular to periplasm);(b0929) or (b1377) or (b0241) or (b2215);Transport, Outer Membrane Porin;0.000000;1000.000000;0
FE2tpp;iron (+2) transport in via permease (no H+);(b3040);Inorganic Ion Transport and Metabolism;0.000000;1000.000000;0
FE3DCITabcpp;iron transport from ferric-dicitrate via ABC system (periplasm);(b4289) and (b4288) and (b4290) and (b4287);Inorganic Ion Transport and Metabolism;0.000000;1000.000000;0
